office,district,town,ward,precinct,name,party,votes
US House,1,Monson,-,C,Richard E. Neal,Democratic,916
US House,1,Monson,-,C,Blanks,Blanks,357
US House,1,Monson,-,C,All Others,All Others,33
US House,1,Monterey,-,1,Total Votes Cast,Total Votes Cast,469
US House,1,Monterey,-,1,Richard E. Neal,Democratic,392
US House,1,Monterey,-,1,Blanks,Blanks,76
US House,1,Monterey,-,1,All Others,All Others,1
US House,1,Montgomery,-,1,Total Votes Cast,Total Votes Cast,456
US House,1,Montgomery,-,1,Richard E. Neal,Democratic,308
US House,1,Montgomery,-,1,Blanks,Blanks,148
US House,1,Montgomery,-,1,All Others,All Others,0
US House,1,Mount Washington,-,1,Total Votes Cast,Total Votes Cast,97
US House,1,Mount Washington,-,1,Richard E. Neal,Democratic,83
US House,1,Mount Washington,-,1,Blanks,Blanks,14
US House,1,Mount Washington,-,1,All Others,All Others,0
US House,1,N. Adams,1,1,Total Votes Cast,Total Votes Cast,964
US House,1,N. Adams,1,1,Richard E. Neal,Democratic,797
US House,1,N. Adams,1,1,Blanks,Blanks,161
US House,1,N. Adams,1,1,All Others,All Others,6
US House,1,N. Adams,2,2,Total Votes Cast,Total Votes Cast,808
US House,1,N. Adams,2,2,Richard E. Neal,Democratic,672
US House,1,N. Adams,2,2,Blanks,Blanks,132
US House,1,N. Adams,2,2,All Others,All Others,4
US House,1,N. Adams,3,3,Total Votes Cast,Total Votes Cast,700
US House,1,N. Adams,3,3,Richard E. Neal,Democratic,608
US House,1,N. Adams,3,3,Blanks,Blanks,84
US House,1,N. Adams,3,3,All Others,All Others,8
US House,1,N. Adams,4,4,Total Votes Cast,Total Votes Cast,1013
US House,1,N. Adams,4,4,Richard E. Neal,Democratic,815
US House,1,N. Adams,4,4,Blanks,Blanks,195
US House,1,N. Adams,4,4,All Others,All Others,3
US House,1,N. Adams,5,5,Total Votes Cast,Total Votes Cast,864
US House,1,N. Adams,5,5,Richard E. Neal,Democratic,710
US House,1,N. Adams,5,5,Blanks,Blanks,149
US House,1,N. Adams,5,5,All Others,All Others,5
US House,1,New Ashford,-,1,Total Votes Cast,Total Votes Cast,125
US House,1,New Ashford,-,1,Richard E. Neal,Democratic,104
US House,1,New Ashford,-,1,Blanks,Blanks,21
US House,1,New Ashford,-,1,All Others,All Others,0
US House,1,New Marlborough,-,1,Total Votes Cast,Total Votes Cast,779
US House,1,New Marlborough,-,1,Richard E. Neal,Democratic,615
US House,1,New Marlborough,-,1,Blanks,Blanks,162
US House,1,New Marlborough,-,1,All Others,All Others,2
US House,1,Otis,-,1,Total Votes Cast,Total Votes Cast,737
US House,1,Otis,-,1,Richard E. Neal,Democratic,528
US House,1,Otis,-,1,Blanks,Blanks,201
US House,1,Otis,-,1,All Others,All Others,8
US House,1,Palmer,-,1,Total Votes Cast,Total Votes Cast,1146
US House,1,Palmer,-,1,Richard E. Neal,Democratic,806
US House,1,Palmer,-,1,Blanks,Blanks,306
US House,1,Palmer,-,1,All Others,All Others,34
US House,1,Palmer,-,2,Total Votes Cast,Total Votes Cast,1291
US House,1,Palmer,-,2,Richard E. Neal,Democratic,895
US House,1,Palmer,-,2,Blanks,Blanks,363
US House,1,Palmer,-,2,All Others,All Others,33
US House,1,Palmer,-,3,Total Votes Cast,Total Votes Cast,1017
US House,1,Palmer,-,3,Richard E. Neal,Democratic,776
US House,1,Palmer,-,3,Blanks,Blanks,222
US House,1,Palmer,-,3,All Others,All Others,19
US House,1,Palmer,-,4,Total Votes Cast,Total Votes Cast,1104
US House,1,Palmer,-,4,Richard E. Neal,Democratic,782
US House,1,Palmer,-,4,Blanks,Blanks,298
US House,1,Palmer,-,4,All Others,All Others,24
US House,1,Peru,-,1,Total Votes Cast,Total Votes Cast,431
US House,1,Peru,-,1,Richard E. Neal,Democratic,318
US House,1,Peru,-,1,Blanks,Blanks,113
US House,1,Peru,-,1,All Others,All Others,0
US House,1,Pittsfield,1,A,Total Votes Cast,Total Votes Cast,900
US House,1,Pittsfield,1,A,Richard E. Neal,Democratic,738
US House,1,Pittsfield,1,A,Blanks,Blanks,156
US House,1,Pittsfield,1,A,All Others,All Others,6
US House,1,Pittsfield,1,B,Total Votes Cast,Total Votes Cast,1224
US House,1,Pittsfield,1,B,Richard E. Neal,Democratic,1001
US House,1,Pittsfield,1,B,Blanks,Blanks,215
US House,1,Pittsfield,1,B,All Others,All Others,8
US House,1,Pittsfield,2,A,Total Votes Cast,Total Votes Cast,569
US House,1,Pittsfield,2,A,Richard E. Neal,Democratic,503
US House,1,Pittsfield,2,A,Blanks,Blanks,64
US House,1,Pittsfield,2,A,All Others,All Others,2
US House,1,Pittsfield,2,B,Total Votes Cast,Total Votes Cast,1284
US House,1,Pittsfield,2,B,Richard E. Neal,Democratic,1051
US House,1,Pittsfield,2,B,Blanks,Blanks,228
US House,1,Pittsfield,2,B,All Others,All Others,5
US House,1,Pittsfield,3,A,Total Votes Cast,Total Votes Cast,1454
US House,1,Pittsfield,3,A,Richard E. Neal,Democratic,1207
US House,1,Pittsfield,3,A,Blanks,Blanks,236
US House,1,Pittsfield,3,A,All Others,All Others,11
US House,1,Pittsfield,3,B,Total Votes Cast,Total Votes Cast,1541
US House,1,Pittsfield,3,B,Richard E. Neal,Democratic,1241
US House,1,Pittsfield,3,B,Blanks,Blanks,287
US House,1,Pittsfield,3,B,All Others,All Others,13
US House,1,Pittsfield,4,A,Total Votes Cast,Total Votes Cast,1499
US House,1,Pittsfield,4,A,Richard E. Neal,Democratic,1206
US House,1,Pittsfield,4,A,Blanks,Blanks,281
US House,1,Pittsfield,4,A,All Others,All Others,12
US House,1,Pittsfield,4,B,Total Votes Cast,Total Votes Cast,1783
US House,1,Pittsfield,4,B,Richard E. Neal,Democratic,1385
US House,1,Pittsfield,4,B,Blanks,Blanks,390
US House,1,Pittsfield,4,B,All Others,All Others,8
US House,1,Pittsfield,5,A,Total Votes Cast,Total Votes Cast,1151
US House,1,Pittsfield,5,A,Richard E. Neal,Democratic,945
US House,1,Pittsfield,5,A,Blanks,Blanks,194
US House,1,Pittsfield,5,A,All Others,All Others,12
US House,1,Pittsfield,5,B,Total Votes Cast,Total Votes Cast,1271
US House,1,Pittsfield,5,B,Richard E. Neal,Democratic,1012
US House,1,Pittsfield,5,B,Blanks,Blanks,241
US House,1,Pittsfield,5,B,All Others,All Others,18
US House,1,Pittsfield,6,A,Total Votes Cast,Total Votes Cast,1283
US House,1,Pittsfield,6,A,Richard E. Neal,Democratic,1037
US House,1,Pittsfield,6,A,Blanks,Blanks,239
US House,1,Pittsfield,6,A,All Others,All Others,7
US House,1,Pittsfield,6,B,Total Votes Cast,Total Votes Cast,830
US House,1,Pittsfield,6,B,Richard E. Neal,Democratic,679
US House,1,Pittsfield,6,B,Blanks,Blanks,145
US House,1,Pittsfield,6,B,All Others,All Others,6
US House,1,Pittsfield,7,A,Total Votes Cast,Total Votes Cast,718
US House,1,Pittsfield,7,A,Richard E. Neal,Democratic,592
US House,1,Pittsfield,7,A,Blanks,Blanks,121
US House,1,Pittsfield,7,A,All Others,All Others,5
US House,1,Pittsfield,7,B,Total Votes Cast,Total Votes Cast,1317
US House,1,Pittsfield,7,B,Richard E. Neal,Democratic,1057
US House,1,Pittsfield,7,B,Blanks,Blanks,255
US House,1,Pittsfield,7,B,All Others,All Others,5
US House,1,Plainfield,-,1,Total Votes Cast,Total Votes Cast,378
US House,1,Plainfield,-,1,Richard E. Neal,Democratic,282
US House,1,Plainfield,-,1,Blanks,Blanks,92
US House,1,Plainfield,-,1,All Others,All Others,4
US House,1,Richmond,-,1,Total Votes Cast,Total Votes Cast,869
US House,1,Richmond,-,1,Richard E. Neal,Democratic,741
US House,1,Richmond,-,1,Blanks,Blanks,111
US House,1,Richmond,-,1,All Others,All Others,17
US House,1,Rowe,-,1,Total Votes Cast,Total Votes Cast,196
US House,1,Rowe,-,1,Richard E. Neal,Democratic,141
US House,1,Rowe,-,1,All Others,All Others,55
US House,1,Rowe,-,1,Blanks,Blanks,0
US House,1,Russell,-,1,Total Votes Cast,Total Votes Cast,694
US House,1,Russell,-,1,Richard E. Neal,Democratic,479
US House,1,Russell,-,1,Blanks,Blanks,210
US House,1,Russell,-,1,All Others,All Others,5
US House,1,S. Hadley,-,A,Total Votes Cast,Total Votes Cast,1573
US House,1,S. Hadley,-,A,Richard E. Neal,Democratic,1263
US House,1,S. Hadley,-,A,Blanks,Blanks,270
US House,1,S. Hadley,-,A,All Others,All Others,40
US House,1,S. Hadley,-,B,Total Votes Cast,Total Votes Cast,1753
US House,1,S. Hadley,-,B,Richard E. Neal,Democratic,1366
US House,1,S. Hadley,-,B,Blanks,Blanks,341
US House,1,S. Hadley,-,B,All Others,All Others,46
US House,1,S. Hadley,-,C,Total Votes Cast,Total Votes Cast,1680
US House,1,S. Hadley,-,C,Richard E. Neal,Democratic,1268
US House,1,S. Hadley,-,C,Blanks,Blanks,373
US House,1,S. Hadley,-,C,All Others,All Others,39
US House,1,S. Hadley,-,D,Total Votes Cast,Total Votes Cast,1071
US House,1,S. Hadley,-,D,Richard E. Neal,Democratic,848
US House,1,S. Hadley,-,D,Blanks,Blanks,195
US House,1,S. Hadley,-,D,All Others,All Others,28
US House,1,S. Hadley,-,E,Total Votes Cast,Total Votes Cast,1760
US House,1,S. Hadley,-,E,Richard E. Neal,Democratic,1326
US House,1,S. Hadley,-,E,Blanks,Blanks,396
US House,1,S. Hadley,-,E,All Others,All Others,38
US House,1,Sandisfield,-,1,Total Votes Cast,Total Votes Cast,374
US House,1,Sandisfield,-,1,Richard E. Neal,Democratic,281
US House,1,Sandisfield,-,1,Blanks,Blanks,91
US House,1,Sandisfield,-,1,All Others,All Others,2
US House,1,Savoy,-,1,Total Votes Cast,Total Votes Cast,303
US House,1,Savoy,-,1,Richard E. Neal,Democratic,201
US House,1,Savoy,-,1,Blanks,Blanks,89
US House,1,Savoy,-,1,All Others,All Others,13
US House,1,Sheffield,-,1,Total Votes Cast,Total Votes Cast,1618
US House,1,Sheffield,-,1,Richard E. Neal,Democratic,1299
US House,1,Sheffield,-,1,Blanks,Blanks,313
US House,1,Sheffield,-,1,All Others,All Others,6
US House,1,Shelburne,-,1,Total Votes Cast,Total Votes Cast,1022
US House,1,Shelburne,-,1,Richard E. Neal,Democratic,844
US House,1,Shelburne,-,1,Blanks,Blanks,165
US House,1,Shelburne,-,1,All Others,All Others,13
US House,1,Southampton,-,1,Total Votes Cast,Total Votes Cast,3264
US House,1,Southampton,-,1,Richard E. Neal,Democratic,2306
US House,1,Southampton,-,1,Blanks,Blanks,946
US House,1,Southampton,-,1,All Others,All Others,12
US House,1,Southbridge,-,1,Total Votes Cast,Total Votes Cast,954
US House,1,Southbridge,-,1,Richard E. Neal,Democratic,754
US House,1,Southbridge,-,1,Blanks,Blanks,183
US House,1,Southbridge,-,1,All Others,All Others,17
US House,1,Southbridge,-,2,Total Votes Cast,Total Votes Cast,792
US House,1,Southbridge,-,2,Richard E. Neal,Democratic,608
US House,1,Southbridge,-,2,Blanks,Blanks,156
US House,1,Southbridge,-,2,All Others,All Others,28
US House,1,Southbridge,-,3,Total Votes Cast,Total Votes Cast,991
US House,1,Southbridge,-,3,Richard E. Neal,Democratic,731
US House,1,Southbridge,-,3,Blanks,Blanks,228
US House,1,Southbridge,-,3,All Others,All Others,32
US House,1,Southbridge,-,4,Total Votes Cast,Total Votes Cast,1340
US House,1,Southbridge,-,4,Richard E. Neal,Democratic,959
US House,1,Southbridge,-,4,Blanks,Blanks,345
US House,1,Southbridge,-,4,All Others,All Others,36
US House,1,Southbridge,-,5,Total Votes Cast,Total Votes Cast,650
US House,1,Southbridge,-,5,Richard E. Neal,Democratic,528
US House,1,Southbridge,-,5,Blanks,Blanks,104
US House,1,Southbridge,-,5,All Others,All Others,18
US House,1,Southwick,-,1,Total Votes Cast,Total Votes Cast,1591
US House,1,Southwick,-,1,Richard E. Neal,Democratic,993
US House,1,Southwick,-,1,Blanks,Blanks,520
US House,1,Southwick,-,1,All Others,All Others,78
US House,1,Southwick,-,2,Total Votes Cast,Total Votes Cast,1276
US House,1,Southwick,-,2,Richard E. Neal,Democratic,870
US House,1,Southwick,-,2,Blanks,Blanks,352
US House,1,Southwick,-,2,All Others,All Others,54
US House,1,Southwick,-,3,Total Votes Cast,Total Votes Cast,1444
US House,1,Southwick,-,3,Richard E. Neal,Democratic,946
US House,1,Southwick,-,3,Blanks,Blanks,438
US House,1,Southwick,-,3,All Others,All Others,60
US House,1,Springfield,1,A,Total Votes Cast,Total Votes Cast,339
US House,1,Springfield,1,A,Richard E. Neal,Democratic,300
US House,1,Springfield,1,A,Blanks,Blanks,34
US House,1,Springfield,1,A,All Others,All Others,5
US House,1,Springfield,1,B,Total Votes Cast,Total Votes Cast,496
US House,1,Springfield,1,B,Richard E. Neal,Democratic,447
US House,1,Springfield,1,B,Blanks,Blanks,38
US House,1,Springfield,1,B,All Others,All Others,11
US House,1,Springfield,1,C,Total Votes Cast,Total Votes Cast,300
US House,1,Springfield,1,C,Richard E. Neal,Democratic,269
US House,1,Springfield,1,C,Blanks,Blanks,26
US House,1,Springfield,1,C,All Others,All Others,5
US House,1,Springfield,1,D,Total Votes Cast,Total Votes Cast,431
US House,1,Springfield,1,D,Richard E. Neal,Democratic,386
US House,1,Springfield,1,D,Blanks,Blanks,36
US House,1,Springfield,1,D,All Others,All Others,9
US House,1,Springfield,1,E,Total Votes Cast,Total Votes Cast,485
US House,1,Springfield,1,E,Richard E. Neal,Democratic,447
US House,1,Springfield,1,E,Blanks,Blanks,32
US House,1,Springfield,1,E,All Others,All Others,6
US House,1,Springfield,1,F,Total Votes Cast,Total Votes Cast,402
US House,1,Springfield,1,F,Richard E. Neal,Democratic,354
US House,1,Springfield,1,F,Blanks,Blanks,46
US House,1,Springfield,1,F,All Others,All Others,2
US House,1,Springfield,1,G,Total Votes Cast,Total Votes Cast,438
US House,1,Springfield,1,G,Richard E. Neal,Democratic,396
US House,1,Springfield,1,G,Blanks,Blanks,29
US House,1,Springfield,1,G,All Others,All Others,13
US House,1,Springfield,1,H,Total Votes Cast,Total Votes Cast,427
US House,1,Springfield,1,H,Richard E. Neal,Democratic,390
US House,1,Springfield,1,H,Blanks,Blanks,30
US House,1,Springfield,1,H,All Others,All Others,7
US House,1,Springfield,2,A,Total Votes Cast,Total Votes Cast,415
US House,1,Springfield,2,A,Richard E. Neal,Democratic,367
US House,1,Springfield,2,A,Blanks,Blanks,37
US House,1,Springfield,2,A,All Others,All Others,11
US House,1,Springfield,2,B,Total Votes Cast,Total Votes Cast,837
US House,1,Springfield,2,B,Richard E. Neal,Democratic,732
US House,1,Springfield,2,B,Blanks,Blanks,88
US House,1,Springfield,2,B,All Others,All Others,17
US House,1,Springfield,2,C,Total Votes Cast,Total Votes Cast,467
US House,1,Springfield,2,C,Richard E. Neal,Democratic,424
US House,1,Springfield,2,C,Blanks,Blanks,38
US House,1,Springfield,2,C,All Others,All Others,5
US House,1,Springfield,2,D,Total Votes Cast,Total Votes Cast,688
US House,1,Springfield,2,D,Richard E. Neal,Democratic,596
US House,1,Springfield,2,D,Blanks,Blanks,73
US House,1,Springfield,2,D,All Others,All Others,19
US House,1,Springfield,2,E,Total Votes Cast,Total Votes Cast,705
US House,1,Springfield,2,E,Richard E. Neal,Democratic,613
US House,1,Springfield,2,E,Blanks,Blanks,75
US House,1,Springfield,2,E,All Others,All Others,17
US House,1,Springfield,2,F,Total Votes Cast,Total Votes Cast,672
US House,1,Springfield,2,F,Richard E. Neal,Democratic,579
US House,1,Springfield,2,F,Blanks,Blanks,73
US House,1,Springfield,2,F,All Others,All Others,20
US House,1,Springfield,2,G,Total Votes Cast,Total Votes Cast,837
US House,1,Springfield,2,G,Richard E. Neal,Democratic,713
US House,1,Springfield,2,G,Blanks,Blanks,98
US House,1,Springfield,2,G,All Others,All Others,26
US House,1,Springfield,2,H,Total Votes Cast,Total Votes Cast,694
US House,1,Springfield,2,H,Richard E. Neal,Democratic,607
US House,1,Springfield,2,H,Blanks,Blanks,72
US House,1,Springfield,2,H,All Others,All Others,15
US House,1,Springfield,3,A,Total Votes Cast,Total Votes Cast,351
US House,1,Springfield,3,A,Richard E. Neal,Democratic,316
US House,1,Springfield,3,A,Blanks,Blanks,29
US House,1,Springfield,3,A,All Others,All Others,6
US House,1,Springfield,3,B,Total Votes Cast,Total Votes Cast,332
US House,1,Springfield,3,B,Richard E. Neal,Democratic,310
US House,1,Springfield,3,B,Blanks,Blanks,18
US House,1,Springfield,3,B,All Others,All Others,4
US House,1,Springfield,3,C,Total Votes Cast,Total Votes Cast,257
US House,1,Springfield,3,C,Richard E. Neal,Democratic,218
US House,1,Springfield,3,C,Blanks,Blanks,34
US House,1,Springfield,3,C,All Others,All Others,5
US House,1,Springfield,3,D,Total Votes Cast,Total Votes Cast,348
US House,1,Springfield,3,D,Richard E. Neal,Democratic,320
US House,1,Springfield,3,D,Blanks,Blanks,22
US House,1,Springfield,3,D,All Others,All Others,6
US House,1,Springfield,3,E,Total Votes Cast,Total Votes Cast,295
US House,1,Springfield,3,E,Richard E. Neal,Democratic,255
US House,1,Springfield,3,E,Blanks,Blanks,26
US House,1,Springfield,3,E,All Others,All Others,14
US House,1,Springfield,3,F,Total Votes Cast,Total Votes Cast,331
US House,1,Springfield,3,F,Richard E. Neal,Democratic,290
US House,1,Springfield,3,F,Blanks,Blanks,34
US House,1,Springfield,3,F,All Others,All Others,7
US House,1,Springfield,3,G,Total Votes Cast,Total Votes Cast,258
US House,1,Springfield,3,G,Richard E. Neal,Democratic,229
US House,1,Springfield,3,G,Blanks,Blanks,23
US House,1,Springfield,3,G,All Others,All Others,6
US House,1,Springfield,3,H,Total Votes Cast,Total Votes Cast,384
US House,1,Springfield,3,H,Richard E. Neal,Democratic,345
US House,1,Springfield,3,H,Blanks,Blanks,32
US House,1,Springfield,3,H,All Others,All Others,7
US House,1,Springfield,4,A,Total Votes Cast,Total Votes Cast,582
US House,1,Springfield,4,A,Richard E. Neal,Democratic,524
US House,1,Springfield,4,A,Blanks,Blanks,43
US House,1,Springfield,4,A,All Others,All Others,15
US House,1,Springfield,4,B,Total Votes Cast,Total Votes Cast,511
US House,1,Springfield,4,B,Richard E. Neal,Democratic,470
US House,1,Springfield,4,B,Blanks,Blanks,28
US House,1,Springfield,4,B,All Others,All Others,13
US House,1,Springfield,4,C,Total Votes Cast,Total Votes Cast,385
US House,1,Springfield,4,C,Richard E. Neal,Democratic,360
US House,1,Springfield,4,C,Blanks,Blanks,21
US House,1,Springfield,4,C,All Others,All Others,4
US House,1,Springfield,4,D,Total Votes Cast,Total Votes Cast,403
US House,1,Springfield,4,D,Richard E. Neal,Democratic,378
US House,1,Springfield,4,D,Blanks,Blanks,22
US House,1,Springfield,4,D,All Others,All Others,3
US House,1,Springfield,4,E,Total Votes Cast,Total Votes Cast,349
US House,1,Springfield,4,E,Richard E. Neal,Democratic,333
US House,1,Springfield,4,E,Blanks,Blanks,13
US House,1,Springfield,4,E,All Others,All Others,3
US House,1,Springfield,4,F,Total Votes Cast,Total Votes Cast,168
US House,1,Springfield,4,F,Richard E. Neal,Democratic,159
US House,1,Springfield,4,F,Blanks,Blanks,7
US House,1,Springfield,4,F,All Others,All Others,2
US House,1,Springfield,4,G,Total Votes Cast,Total Votes Cast,578
US House,1,Springfield,4,G,Richard E. Neal,Democratic,542
US House,1,Springfield,4,G,Blanks,Blanks,31
US House,1,Springfield,4,G,All Others,All Others,5
US House,1,Springfield,4,H,Total Votes Cast,Total Votes Cast,471
US House,1,Springfield,4,H,Richard E. Neal,Democratic,442
US House,1,Springfield,4,H,Blanks,Blanks,26
US House,1,Springfield,4,H,All Others,All Others,3
US House,1,Springfield,5,A,Total Votes Cast,Total Votes Cast,538
US House,1,Springfield,5,A,Richard E. Neal,Democratic,502
US House,1,Springfield,5,A,Blanks,Blanks,29
US House,1,Springfield,5,A,All Others,All Others,7
US House,1,Springfield,5,B,Total Votes Cast,Total Votes Cast,709
US House,1,Springfield,5,B,Richard E. Neal,Democratic,629
US House,1,Springfield,5,B,Blanks,Blanks,68
US House,1,Springfield,5,B,All Others,All Others,12
US House,1,Springfield,5,C,Total Votes Cast,Total Votes Cast,576
US House,1,Springfield,5,C,Richard E. Neal,Democratic,501
US House,1,Springfield,5,C,Blanks,Blanks,60
US House,1,Springfield,5,C,All Others,All Others,15
US House,1,Springfield,5,D,Total Votes Cast,Total Votes Cast,914
US House,1,Springfield,5,D,Richard E. Neal,Democratic,718
US House,1,Springfield,5,D,Blanks,Blanks,171
US House,1,Springfield,5,D,All Others,All Others,25
US House,1,Springfield,5,E,Total Votes Cast,Total Votes Cast,808
US House,1,Springfield,5,E,Richard E. Neal,Democratic,729
US House,1,Springfield,5,E,Blanks,Blanks,63
US House,1,Springfield,5,E,All Others,All Others,16
US House,1,Springfield,5,F,Total Votes Cast,Total Votes Cast,841
US House,1,Springfield,5,F,Richard E. Neal,Democratic,727
US House,1,Springfield,5,F,Blanks,Blanks,103
US House,1,Springfield,5,F,All Others,All Others,11
US House,1,Springfield,5,G,Total Votes Cast,Total Votes Cast,1013
US House,1,Springfield,5,G,Richard E. Neal,Democratic,809
US House,1,Springfield,5,G,Blanks,Blanks,173
US House,1,Springfield,5,G,All Others,All Others,31
US House,1,Springfield,5,H,Total Votes Cast,Total Votes Cast,776
US House,1,Springfield,5,H,Richard E. Neal,Democratic,647
US House,1,Springfield,5,H,Blanks,Blanks,107
US House,1,Springfield,5,H,All Others,All Others,22
US House,1,Springfield,6,A,Total Votes Cast,Total Votes Cast,506
US House,1,Springfield,6,A,Richard E. Neal,Democratic,449
US House,1,Springfield,6,A,Blanks,Blanks,44
US House,1,Springfield,6,A,All Others,All Others,13
US House,1,Springfield,6,B,Total Votes Cast,Total Votes Cast,793
US House,1,Springfield,6,B,Richard E. Neal,Democratic,639
US House,1,Springfield,6,B,Blanks,Blanks,130
